GeneA,GeneB,Direction,Sign
YMR216C,YNL277W,1,0
YGL059W,YHR117W,1,0
YHR135C,YOL153C,1,0
YKL166C,YHR082C,1,0
YGR052W,YAR019C,1,0
YIL095W,YGL051W,1,0
YLR248W,YLR248W,1,0
YPL031C,YBR151W,1,0
YKL166C,YHR168W,1,0
YJL164C,YGR038CA,1,0
YIL095W,YHR161C,1,0
YBR136W,YMR190C,1,0
YOR267C,YBL011W,1,0
YHR082C,YDR259C,1,0
YKL166C,YLR440C,1,0
YJL164C,YKL160W,1,0
YMR216C,YNL004W,1,0
YBR160W,YFL029C,1,0
YGL180W,YBL032W,1,0
YHR082C,YOR362C,1,0
YDR523C,YPL246C,1,0
YMR216C,YOR078W,1,0
YPL031C,YGL153W,1,0
YFR014C,YOR078W,1,0
YDR054C,YJL187C,0,0
YGL179C,YNL021W,1,0
YJL187C,YDR328C,1,0
YGL179C,YLR350W,1,0
YGR040W,YDL198C,1,0
YOR061W,YJR007W,1,0
YNL154C,YDL002C,1,0
YKL171W,YFL016C,1,0
YNL154C,YBR155W,1,0
YAL017W,YKL168C,1,0
YFR014C,YNL227C,1,0
YJR059W,YIL135C,1,0
YBR160W,YNL233W,1,0
YGL180W,YLR265C,1,0
YBR059C,YGR159C,1,0
YHR135C,YMR288W,1,0
YJL164C,YGL207W,1,0
YKL203C,YKL126W,1,0
YDL214C,YCR079W,1,0
YBR160W,YOR372C,1,0
YFR014C,YDR328C,1,0
YPL153C,YHR030C,1,0
YGL180W,YDR239C,1,0
YHL007C,YMR053C,1,0
YGL180W,YJR089W,1,0
YKL048C,YJR053W,1,0
YJL106W,YGR240C,1,0
YJR059W,YJL198W,1,0
YKL116C,YJR001W,1,0
YGL180W,YFR010W,1,0
YHR079C,YNL224C,1,0
YJR059W,YHL034C,1,0
YGL158W,YER098W,1,0
YJL187C,YDR145W,1,0
YHR135C,YPR152C,1,0
YGR092W,YPL127C,1,0
YFR014C,YOR123C,1,0
YHR082C,YOR335C,1,0
YHR079C,YDL186W,1,0
YNL307C,YML058W,1,0
YMR216C,YIL156W,1,0
YNL154C,YDL125C,1,0
YIL035C,YDR496C,1,0
YMR139W,YPL077C,1,0
YPL031C,YMR311C,1,0
YGL059W,YLL028W,1,0
YNL307C,YMR229C,1,0
YFL033C,YOR162C,1,0
YMR139W,YDR207C,1,0
YGL158W,YKL012W,1,0
YPL031C,YDR388W,1,0
YPL031C,YIL112W,1,0
YDR490C,YPL004C,1,0
YJL164C,YIL075C,1,0
YBL016W,YLR451W,1,0
YCR091W,YBR285W,1,0
YIL095W,YDR159W,1,0
YJL057C,YBL011W,1,0
YPL209C,YER125W,1,0
YMR001C,YDL003W,1,0
YNL154C,YDL013W,1,0
YHR135C,YMR140W,1,0
YPL150W,YGR078C,1,0
YHR135C,YLR132C,1,0
YPL203W,YMR120C,1,0
YNL298W,YDL070W,1,0
YNL154C,YIL077C,1,0
YJL164C,YDL001W,1,0
YJR059W,YPR074C,1,0
YJL164C,YMR205C,1,0
YGR040W,YGR276C,1,0
YFR014C,YHR117W,1,0
YBR160W,YBR098W,1,0
YKL171W,YIL084C,1,0
YPL141C,YMR235C,1,0
YJL164C,YLR150W,1,0
YFR014C,YGL172W,1,0
YGR092W,YHL021C,1,0
YPL031C,YKL019W,1,0
YGL179C,YOL072W,1,0
YLR248W,YNL267W,1,0
YGR092W,YNL101W,1,0
YBR160W,YLL008W,1,0
YJL164C,YMR099C,1,0
YDR477W,YLR439W,1,0
YHR082C,YNL272C,1,0
YPL150W,YNR006W,1,0
YKL101W,YBR169C,1,0
YJR059W,YOR209C,1,0
YJL164C,YMR081C,1,0
YGL059W,YDR099W,1,0
YGL158W,YIL004C,1,0
YGL179C,YKR090W,1,0
YJL106W,YPL150W,1,0
YHR082C,YMR165C,1,0
YJL187C,YKR092C,1,0
YHR135C,YLR293C,1,0
YHR082C,YMR021C,1,0
YJR059W,YKL042W,1,0
YHR135C,YPL146C,1,0
YFR014C,YCR075C,1,0
YDL028C,YKL042W,1,0
YPL141C,YMR173W,1,0
YHR135C,YNL125C,1,0
YNL154C,YNL054WA,1,0
YKL171W,YAL034WA,1,0
YGL059W,YML048W,1,0
YJR059W,YNL074C,1,0
YKL101W,YPL246C,1,0
YGL179C,YCL043C,1,0
YIL035C,YMR309C,1,0
YDR477W,YGL035C,1,0
YHR135C,YKR071C,1,0
YCR091W,YML037C,1,0
YKL126W,YLR350W,1,0
YPL141C,YOL107W,1,0
YPL031C,YBL024W,1,0
YDR001C,YJL164C,0,0
YDR499W,YPL153C,1,0
YOR061W,YLR079W,1,0
YNL154C,YDL220C,1,0
YPL203W,YGL116W,1,0
YNL154C,YMR111C,1,0
YJL187C,YGR100W,1,0
YBL016W,YML045WA,1,0
YJL164C,YKL064W,1,0
YPL031C,YDR279W,1,0
YGR040W,YCL043C,1,0
YHR135C,YKR045C,1,0
YHR082C,YBR233W,1,0
YNL154C,YHR090C,1,0
YPL031C,YBR094W,1,0
YGL158W,YPR063C,1,0
YOL045W,YKR059W,1,0
YFR014C,YGL039W,1,0
YFL033C,YGR276C,1,0
YPL031C,YER131W,1,0
YBR059C,YGL105W,1,0
YGL180W,YHR014W,1,0
YFR014C,YGR028W,1,0
YJL095W,YBL007C,1,0
YNL154C,YNL034W,1,0
YIL147C,YLR006C,1,0
YGL180W,YFL054C,1,0
YKL101W,YDR023W,1,0
YBR160W,YDR001C,1,0
YOR267C,YBR072W,1,0
YJL164C,YBR155W,1,0
YPL209C,YGR113W,1,0
YPL031C,YLR050C,1,0
YLR096W,YPL106C,1,0
YBR160W,YDR309C,1,0
YBR160W,YJL194W,1,0
YBR160W,YLR131C,1,0
YJR059W,YGR159C,1,0
YJL164C,YOR092W,1,0
YGR040W,YPR091C,1,0
YMR216C,YML045WA,1,0
YPL031C,YNL225C,1,0
YFR014C,YNR033W,1,0
YGL019W,YGR140W,1,0
YFL033C,YNL157W,1,0
YPL031C,YOR056C,1,0
YNL307C,YBR086C,1,0
YPL204W,YMR153W,1,0
YDL214C,YMR140W,1,0
YPL031C,YOR177C,1,0
YMR216C,YCL011C,1,0
YOL128C,YLR303W,1,0
YKL116C,YNL272C,1,0
YBR059C,YDR354W,1,0
YJL164C,YGR234W,1,0
YPL042C,YJR130C,1,0
YJL164C,YPL133C,1,0
YJR059W,YDR001C,1,0
YHR135C,YOL103WA,1,0
YOR061W,YKL160W,1,0
YKL171W,YCL043C,1,0
YGL059W,YAL009W,1,0
YJR059W,YDR257C,1,0
YCR008W,YGL084C,1,0
YGL158W,YDL153C,1,0
YJL095W,YJL141C,1,0
YPR120C,YGL113W,1,0
YPL031C,YCR024C,1,0
YAL017W,YLR257W,1,0
YJR059W,YHR022C,1,0
YGR092W,YPL257WA,1,0
YHR079C,YBR108W,1,0
YBR160W,YGL096W,1,0
YBL016W,YOR151C,1,0
YGR040W,YLR316C,1,0
YHR135C,YOR047C,1,0
YDR477W,YER024W,1,0
YNL154C,YBR118W,1,0
YHR079C,YNR006W,1,0
YBL088C,YOR189W,1,0
YJL164C,YLL008W,1,0
YKL166C,YKL064W,1,0
YHR082C,YFL031W,1,0
YCR073C,YOR018W,1,0
YIL095W,YHL030W,1,0
YDR477W,YBR130C,1,0
YMR001C,YOR373W,1,0
YKL116C,YLR257W,1,0
YGL180W,YDR169C,1,0
YJR059W,YGR249W,1,0
YHR135C,YLR350W,1,0
YHR135C,YDL051W,1,0
YDR507C,YCL032W,1,0
YBR160W,YKL042W,1,0
YBR136W,YDL101C,1,0
YPL031C,YBL064C,1,0
YJL164C,YBR164C,1,0
YPL150W,YDR188W,1,0
YBR160W,YNL058C,1,0
YKL171W,YPL177C,1,0
YHR082C,YMR155W,1,0
YGL179C,YDR229W,1,0
YPL204W,YPR016C,1,0
YJL164C,YIL074C,1,0
YPL141C,YOR239W,1,0
YDL028C,YJL084C,1,0
YGR092W,YGR264C,1,0
YGL158W,YGL246C,1,0
YFR014C,YLL028W,1,0
YJL164C,YBL061C,1,0
YPL031C,YLR410WA,1,0
YJL106W,YML045WA,1,0
YHL007C,YKL129C,1,0
YKL126W,YDL022W,1,0
YNL307C,YDL209C,1,0
YHR135C,YOR162C,1,0
YNL154C,YDL201W,1,0
YBR160W,YPL209C,1,0
YBR160W,YOL070C,1,0
YDR523C,YOR252W,1,0
YGL180W,YDR208W,1,0
YNL298W,YBR298CA,1,0
YJL187C,YJR092W,1,0
YJR059W,YGR276C,1,0
YKL101W,YGL105W,1,0
YNL154C,YNL027W,1,0
YGL059W,YHR082C,1,0
YFR014C,YMR173W,1,0
YDR477W,YPR156C,1,0
YDR477W,YJL103C,1,0
YJL164C,YEL039C,1,0
YKL203C,YMR104C,1,0
YNL298W,YKL129C,1,0
YJR059W,YOR276W,1,0
YBR160W,YDR042C,1,0
YJL164C,YDL099W,1,0
YBR160W,YDR113C,1,0
YPR111W,YPL127C,1,0
YHR079C,YPL257WA,1,0
YPL153C,YJL128C,1,0
YHR082C,YPR091C,1,0
YHR135C,YNL284CA,1,0
YDR477W,YLR192C,1,0
YPL031C,YMR046C,1,0
YJL187C,YKL181W,1,0
YLR096W,YLR257W,1,0
YER129W,YGL035C,1,0
YBR160W,YAL019W,1,0
YNL154C,YLR221C,1,0
YNL298W,YBR061C,1,0
YJL187C,YLL022C,1,0
YPL209C,YMR229C,1,0
YPL031C,YDR161W,1,0
YJL164C,YLL029W,1,0
YGL179C,YHR028C,1,0
YNL307C,YGL051W,1,0
YDL028C,YDL028C,1,0
YLR096W,YJR044C,1,0
YGL059W,YGR285C,1,0
YGL179C,YGR167W,1,0
YBR136W,YDR217C,1,0
YDL214C,YHR121W,1,0
YBR160W,YCR065W,1,0
YHR135C,YLR244C,1,0
YPL031C,YGR135W,1,0
YBR160W,YLR219W,1,0
YBR136W,YJR035W,1,0
YOR233W,YMR229C,1,0
YFR014C,YDR099W,1,0
YPL031C,YFR022W,1,0
YDR477W,YMR165C,1,0
YJL164C,YGR267C,1,0
YGR092W,YJL213W,1,0
YHR135C,YOR119C,1,0
YDR477W,YKR071C,1,0
YDR477W,YHL033C,1,0
YOR351C,YKR021W,1,0
YJL164C,YNL166C,1,0
YIL095W,YJL044C,1,0
YKL116C,YOL086C,1,0
YBR160W,YDR123C,1,0
YDL214C,YMR102C,1,0
YJL164C,YPL203W,1,0
YNL154C,YMR229C,1,0
YHR135C,YJR089W,1,0
YGL179C,YNL192W,1,0
YOL113W,YIR039C,1,0
YPR119W,YJL076W,1,0
YPL031C,YOR362C,1,0
YBR059C,YDR312W,1,0
YHL007C,YBL002W,1,0
YJL165C,YBR108W,1,0
YNL289W,YHR042W,1,0
YKL101W,YBR130C,1,0
YCR008W,YOR018W,1,0
YHR082C,YPL244C,1,0
YOR119C,YOR119C,1,0
YBL016W,YDL153C,1,0
YJL164C,YGL014W,1,0
YJL164C,YJL084C,1,0
YNL307C,YCR073WA,1,0
YBR160W,YDR389W,1,0
YJL106W,YDL210W,1,0
YJR059W,YJL141C,1,0
YIL035C,YML074C,1,0
YKL171W,YMR184W,1,0
YDL101C,YML058W,1,0
YKL166C,YGL180W,1,0
YGL059W,YGR179C,1,0
YNL307C,YGR276C,1,0
YGR040W,YPR137CA,1,0
YBR160W,YDL140C,1,0
YJL165C,YML037C,1,0
YJL164C,YJL020C,1,0
YNL307C,YDR072C,1,0
YPL203W,YBR059C,1,0
YDR477W,YOR123C,1,0
YGL179C,YKL093W,1,0
YHR082C,YAR015W,1,0
YPL042C,YNL186W,1,0
YHR079C,YPR091C,1,0
YDR477W,YOR054C,1,0
YGR040W,YBL007C,1,0
YPL031C,YGL105W,1,0
YPL031C,YDR265W,1,0
YBR160W,YGR188C,1,0
YDL101C,YEL017W,1,0
YIL035C,YJR093C,1,0
YJL128C,YJR059W,1,0
YPL031C,YDL006W,1,0
YOL113W,YDR191W,1,0
YMR216C,YFL001W,1,0
YBR160W,YDL239C,1,0
YPL026C,YIL135C,1,0
YHR135C,YNL165W,1,0
YFR014C,YMR290C,1,0
YHR082C,YDR226W,1,0
YPL141C,YBL007C,1,0
YNL154C,YAL034WA,1,0
YGL180W,YOR119C,1,0
YGR092W,YLR303W,1,0
YNL307C,YMR205C,1,0
YNL154C,YNR006W,1,0
YPL031C,YEL042W,1,0
YJR059W,YFR048W,1,0
YPL031C,YKR041W,1,0
YPL031C,YNL196C,1,0
YKL171W,YDL210W,1,0
YJL164C,YOR113W,1,0
YDL028C,YFR046C,1,0
YJR059W,YHR184W,1,0
YKL166C,YHL020C,1,0
YJR059W,YKR021W,1,0
YHR135C,YAL034WA,1,0
YHL007C,YOL139C,1,0
YGL158W,YNL284CA,1,0
YHR079C,YLR410WA,1,0
YGR040W,YLL022C,1,0
YDL214C,YHR139C,1,0
YHR082C,YGL207W,1,0
YKL116C,YML073C,1,0
YFR014C,YGR249W,1,0
YDR122W,YIL107C,1,0
YPR119W,YBR160W,1,0
YBR160W,YIL140W,1,0
YNL307C,YBR225W,1,0
YER123W,YDR428C,1,0
YGL158W,YMR284W,1,0
YJL164C,YDL236W,1,0
YGR040W,YMR239C,1,0
YPL204W,YML035C,1,0
YLR096W,YIL044C,1,0
YNL307C,YOR028C,1,0
YHR082C,YML035C,1,0
YJL106W,YAL028W,1,0
YFR014C,YPR036W,1,0
YGL180W,YDR312W,1,0
YHR135C,YNL149C,1,0
YHR079C,YDR120C,1,0
YGL158W,YPR072W,1,0
YBR160W,YLR457C,1,0
YHR082C,YDL219W,1,0
YHR135C,YPR019W,1,0
YGL180W,YNL227C,1,0
YBR160W,YGR296W,1,0
YNL307C,YAL034C,1,0
YNL307C,YJL084C,1,0
YFR014C,YKR094C,1,0
YFR014C,YIL052C,1,0
YJL165C,YNL116W,1,0
YHR082C,YCR099C,1,0
YNL307C,YBR043C,1,0
YHR135C,YMR165C,1,0
YIL095W,YNL054WA,1,0
YPL031C,YNL149C,1,0
YKL048C,YDR477W,1,0
YAR019C,YML037C,1,0
Q0160,YBL075C,1,0
YPL031C,YLR059C,1,0
YFR014C,YNL186W,1,0
YLR248W,YDR385W,1,0
YHR030C,YLR182W,1,0
YBL016W,YGL099W,1,0
YJL187C,YDR443C,1,0
YPL153C,YOR033C,1,0
YHR135C,YNL022C,1,0
YPL141C,YKR071C,1,0
YBR160W,YHR216W,1,0
YDL214C,YNL227C,1,0
YJL187C,YFR029W,1,0
YKL166C,YOR334W,1,0
YMR001C,YPL153C,1,0
YGR092W,YPR137CA,1,0
YBL016W,YPR137CA,1,0
YHR082C,YCR105W,1,0
YBL016W,YPL257WA,1,0
YBR160W,YMR291W,1,0
YGL180W,YNL125C,1,0
YGL179C,YHR137W,1,0
YJL164C,YMR316W,1,0
YPL150W,YPR072W,1,0
YFL033C,YLR263W,1,0
YBR160W,YEL061C,1,0
YIL095W,YGL245W,1,0
YJL141C,YBR273C,1,0
YPL150W,YKR048C,1,0
YPL031C,YFL001W,1,0
YGL180W,YAL028W,1,0
YJL095W,YDR170WA,1,0
YHR135C,YNL186W,1,0
YNL307C,YDR259C,1,0
YHR079C,YPL254W,1,0
YIL095W,YNL243W,1,0
YHR135C,YPR129W,1,0
YPL203W,YKL064W,1,0
YFR014C,YOR054C,1,0
YJL095W,YNL125C,1,0
YPL204W,YLL008W,1,0
YJL106W,YDR310C,1,0
YHR082C,YIL135C,1,0
YCR091W,YML083C,1,0
YBL016W,YDR480W,1,0
YPL026C,YOL065C,1,0
YPR161C,YDL140C,1,0
YJL187C,YIL034C,1,0
YJL164C,YLL043W,1,0
YHR135C,YMR102C,1,0
YNL298W,YMR232W,1,0
YBL016W,YPR115W,1,0
YJL187C,YDR316W,1,0
YGL180W,YDL153C,1,0
YJL164C,YNL007C,1,0
YGL180W,YJR092W,1,0
YGL180W,YNL186W,1,0
YJL095W,YJR063W,1,0
YKL171W,YAL028W,1,0
YMR216C,YOR141C,1,0
YGL179C,YKL042W,1,0
YPL031C,YMR155W,1,0
YGL180W,YKL093W,1,0
YFR014C,YOL148C,1,0
YJR059W,YIL167W,1,0
YBR160W,YLR425W,1,0
YHR082C,YAL020C,1,0
YGL158W,YJR115W,1,0
YGL179C,YLR055C,1,0
YGL179C,YGR153W,1,0
YKL116C,YBR179C,1,0
YPL031C,YKL181W,1,0
YJL164C,YHR105W,1,0
YJL164C,YDR293C,1,0
YFL033C,YCR052W,1,0
YGR052W,YDL153C,1,0
YHR082C,YOR224C,1,0
YPL031C,YOR083W,1,0
YNL154C,YJR048W,1,0
YDL017W,YBR202W,1,0
YPL141C,YBR169C,1,0
YHR082C,YML045WA,1,0
YHR135C,YGL245W,1,0
YPL031C,YMR029C,1,0
YNL307C,YML012W,1,0
YPL031C,YJL218W,1,0
YPL141C,YBL047C,1,0
YHR082C,YPR158CC,1,0
YHL007C,YDR224C,1,0
YHR135C,YOR153W,1,0
YKL166C,YLR443W,1,0
YBR160W,YER098W,1,0
YJL164C,YKL038W,1,0
YKL166C,YLR044C,1,0
YJL141C,YGL073W,1,0
YGL179C,YPL133C,1,0
YAL017W,YML073C,1,0
YBR160W,YER032W,1,0
YKL166C,YDR172W,1,0
YCR008W,YBR107C,1,0
YGL059W,YDL223C,1,0
YHR082C,YDR188W,1,0
YPL031C,YML045WA,1,0
YGR092W,YNL125C,1,0
YHL007C,YDL070W,1,0
YPL203W,YJL141C,1,0
YLR096W,YLR375W,1,0
YNL154C,YMR036C,1,0
YKL166C,YNL227C,1,0
YHL007C,YIL156W,1,0
YNL298W,YHR056C,1,0
YLL019C,YLR044C,1,0
YBR160W,YPR111W,1,0
YPL153C,YBR108W,1,0
YPL256C,YPL124W,1,0
YGR092W,YJL108C,1,0
YBL016W,YAL034C,1,0
YKL101W,YKL152C,1,0
YBR160W,YDL089W,1,0
YJR059W,YML096W,1,0
YHR082C,YOR107W,1,0
YPL209C,YJL013C,1,0
YBL016W,YHR131C,1,0
YNL154C,YBL014C,1,0
YJL187C,YNL277W,1,0
YNL307C,YER122C,1,0
YBR160W,YFR027W,1,0
YKL171W,YPR160W,1,0
YNL154C,YHR104W,1,0
YGL059W,YMR165C,1,0
YKL101W,YML042W,1,0
YJL164C,YJL033W,1,0
YGL180W,YNL314W,1,0
YFR014C,YLR307W,1,0
YJL164C,YDR273W,1,0
YGL180W,YER098W,1,0
YPL031C,YIL047C,1,0
YNL307C,YAL028W,1,0
YNL298W,YLR314C,1,0
YBR059C,YOR257W,1,0
YGL059W,YHR157W,1,0
YPL031C,YER009W,1,0
YJR059W,YGL055W,1,0
YDR477W,YIL112W,1,0
YHR135C,YNL199C,1,0
YJR059W,YIL112W,1,0
YPL203W,YMR081C,1,0
YMR216C,YER125W,1,0
YHR135C,YJR076C,1,0
YGR092W,YGL105W,1,0
YKL166C,YMR081C,1,0
YJL095W,YML083C,1,0
YPL031C,YMR205C,1,0
YJL164C,YPR115W,1,0
YKL101W,YNL007C,1,0
YHR205W,YNL167C,1,0
YNL154C,YDR295C,1,0
YPL031C,YJL103C,1,0
YPL031C,YHR112C,1,0
YLR248W,YDR021W,1,0
YBL016W,YDR440W,1,0
YHR135C,YMR036C,1,0
YJR059W,YGR241C,1,0
YJL164C,YKL146W,1,0
YMR001C,YKL022C,1,0
YHR079C,YHR079C,1,0
YKL166C,YJR014W,1,0
YJL164C,YDR312W,1,0
YBL016W,YMR186W,1,0
YGR040W,YJR069C,1,0
YNL298W,YGR276C,1,0
YNL154C,YDL225W,1,0
YJL164C,YOL130W,1,0
YGL180W,YER092W,1,0
YMR139W,YGL035C,1,0
YOR233W,YBR109C,1,0
YHR082C,YMR190C,1,0
YHR135C,YLR429W,1,0
YBL016W,YPR086W,1,0
YMR216C,YHR090C,1,0
YNL307C,YKL168C,1,0
YJR059W,YKL094W,1,0
YPL031C,YDR032C,1,0
YHR082C,YML054C,1,0
YDR477W,YHR214CC,1,0
YHL007C,YDR037W,1,0
YLR096W,YDL203C,1,0
YPL141C,YDL006W,1,0
YJL164C,YFR017C,1,0
YPL031C,YMR250W,1,0
YBR059C,YIL091C,1,0
YHR082C,YNL064C,1,0
YBR160W,YCL063W,1,0
YLR248W,YJL051W,1,0
YDR477W,YJL084C,1,0
YJL164C,YML037C,1,0
YPL031C,YLR264W,1,0
YPL031C,YBL058W,1,0
YDR477W,YMR102C,1,0
YHR135C,YDR239C,1,0
YMR139W,YMR291W,1,0
YDL028C,YDR356W,1,0
YHR082C,YLR220W,1,0
YCL061C,YPL153C,0,0
YKL101W,YDL002C,1,0
YPL031C,YNR033W,1,0
YHR135C,YNL293W,1,0
YNL307C,YNR047W,1,0
YJL164C,YIL135C,1,0
YPL209C,YPR115W,1,0
YDL028C,YNL186W,1,0
YJR059W,YDR251W,1,0
YKL166C,YLR113W,1,0
YGL180W,YFL001W,1,0
YJL164C,YNL196C,1,0
YNL154C,YNR019W,1,0
YGR092W,YMR184W,1,0
YPL031C,YLR079W,1,0
YFR014C,YDR001C,1,0
YFR014C,YER054C,1,0
YJL164C,YHR214CC,1,0
YJL187C,YLR125W,1,0
YLR096W,YOR100C,1,0
YBR136W,YDR499W,1,0
YJR059W,YNR013C,1,0
YPL026C,YNL065W,1,0
YHR079C,YDR034CC,1,0
YPL031C,YNL326C,1,0
YJL187C,YJL084C,1,0
YHR079C,YDL006W,1,0
YIL095W,YBL007C,1,0
YBR160W,YAL040C,1,0
YNL154C,YLR372W,1,0
YFR014C,YER131W,1,0
YGR092W,YOR228C,1,0
YGL180W,YFL034W,1,0
YHR135C,YOL070C,1,0
YGL179C,YML045WA,1,0
YPL031C,YBR109C,1,0
YJL164C,YHR073W,1,0
YKL116C,YOL125W,1,0
YNL154C,YOL104C,1,0
YFR014C,YER157W,1,0
YJR059W,YJL123C,1,0
YHR082C,YNL181W,1,0
YMR001C,YPR013C,1,0
YPL026C,YAR019C,1,0
YNL154C,YDR109C,1,0
YGR040W,YHL021C,1,0
YGR092W,YKL146W,1,0
YJR059W,YNL293W,1,0
YGL179C,YJR076C,1,0
YJL164C,YDR208W,1,0
YHR082C,YPL041C,1,0
YHR135C,YBR155W,1,0
YJR059W,YKL064W,1,0
YJL106W,YNL186W,1,0
YJL164C,YDR229W,1,0
YJL057C,YAL034WA,1,0
YKL101W,YNR006W,1,0
YJL057C,YGL245W,1,0
YFR014C,YPL133C,1,0
YJL164C,YLR173W,1,0
YJR059W,YLR437C,1,0
YPL031C,YGL209W,1,0
YJL187C,YER116C,1,0
YKL171W,YPR203W,1,0
YJL165C,YHR201C,1,0
YNL154C,YGR159C,1,0
YOR233W,YJR053W,1,0
YGL059W,YBR142W,1,0
YPL203W,YAL038W,1,0
YHL007C,YCR073WA,1,0
YOL016C,YML096W,1,0
YPL141C,YAR019C,1,0
YJL164C,YHR182W,1,0
YHR135C,YOR042W,1,0
YJL164C,YLR410WA,1,0
YHR082C,YBR121C,1,0
YNL307C,YMR184W,1,0
YGR040W,YFR038W,1,0
YGL180W,YLR429W,1,0
YGR092W,YML037C,1,0
YNL154C,YPR158CC,1,0
YHR079C,YMR229C,1,0
YDR477W,YDL025C,1,0
YKL171W,YKR097W,1,0
YBR160W,YKR078W,1,0
YCR073C,YMR165C,1,0
YDR122W,YCR073WA,1,0
YGL059W,YGL205W,1,0
YGL180W,YPL190C,1,0
YPL031C,YBR118W,1,0
YJR059W,YOR083W,1,0
YOL113W,YAR018C,1,0
YJL187C,YER024W,1,0
YGL180W,YER122C,1,0
YBR160W,YDR027C,1,0
YGL158W,YJR105W,1,0
YDR477W,YDR113C,1,0
YIL095W,YOR210W,1,0
YJR059W,YKL008C,1,0
YJR066W,YOL139C,1,0
YGL180W,YOR083W,1,0
YPL031C,YIL118W,1,0
YHL007C,YPL217C,1,0
YJL187C,YHR156C,1,0
YIL095W,YBR108W,1,0
YPL141C,YGR258C,1,0
YGL180W,YDR362C,1,0
YHR030C,YDL140C,1,0
YLR113W,YDL140C,1,0
YKL166C,YER168C,1,0
YGL180W,YLL008W,1,0
YHR079C,YPR137CA,1,0
YPL031C,YHR182W,1,0
YPL026C,YAL023C,1,0
YPL203W,YOR140W,1,0
YOL100W,YNR006W,1,0
YGL059W,YKR092C,1,0
YPL153C,YBL024W,1,0
YFR014C,YLR102C,1,0
YBL016W,YDR153C,1,0
YPL026C,YDR226W,1,0
YFR014C,YJR001W,1,0
YKL166C,YIL002C,1,0
YNL307C,YJL110C,1,0
YPL031C,YPL222W,1,0
YHR135C,YNL073W,1,0
YGL059W,YFR017C,1,0
YNL154C,YBR225W,1,0
YIL095W,YGR027C,1,0
YPL203W,YDR169C,1,0
YJL187C,YNL145W,1,0
YPL153C,YDR023W,1,0
YBR160W,YHL035C,1,0
YDL214C,YDL153C,1,0
YBL016W,YJL117W,1,0
YHR135C,YGR249W,1,0
YJL106W,YMR284W,1,0
YJR059W,YDL102W,1,0
YKL048C,YIL033C,1,0
YOR061W,YNL131W,1,0
YPL031C,YIL033C,1,0
YLR113W,YLL043W,1,0
YDR283C,YGR054W,1,0
YGL180W,YPL100W,1,0
YIL035C,YOR057W,1,0
YGL180W,YGL190C,1,0
YPL031C,YGL062W,1,0
YPL026C,YFR017C,1,0
YHR205W,YDR054C,1,0
YJR059W,YJR001W,1,0
YGR092W,YNL007C,1,0
YKL171W,YOL125W,1,0
YJL095W,YPR058W,1,0
YPL236C,YDR225W,1,0
YHR135C,YPR143W,1,0
YGL158W,YER036C,1,0
YJL106W,YOL104C,1,0
YPL031C,YAL060W,1,0
YBR160W,YHR158C,1,0
YDL101C,YPL177C,1,0
YDL028C,YAR019C,1,0
YHR135C,YLL008W,1,0
YGL180W,YPR129W,1,0
YDL108W,YDL140C,1,0
YHR135C,YDR134C,1,0
