YJR059W	YPR074C
YBR160W	YDR239C
YJR059W	YPR091C
YNL166C	YPL031C
YJR059W	YKL064W
YBR160W	YJL076W
YLR096W	YNL054W
YDR054C	YHR205W
YDR477W	YPR115W
YBR160W	YNL233W
YHR183W	YPL031C
YAR002W	YBR160W
YDR379W	YPL031C
YBR160W	YMR291W
YIL047C	YPL031C
YHL034C	YJR059W
YLR248W	YNL074C
YLR248W	YOR018W
YGL014W	YJR059W
YJR059W	YLL029W
YBR130C	YDR477W
YBR160W	YCL014W
YAL031C	YBR160W
YJR059W	YLR319C
YBR157C	YJR059W
YBR270C	YJR059W
YJR059W	YKL168C
YHR205W	YNL167C
YBR287W	YPL031C
YBL007C	YLR248W
YKL064W	YKL166C
YBR160W	YHR159W
YBR160W	YLR096W
YFL033C	YHR205W
YDR477W	YHR205W
YNR013C	YPL031C
YDR477W	YMR037C
YJR059W	YML031W
YDL173W	YPL031C
YCL032W	YLR113W
YBR160W	YML027W
YBL105C	YLR133W
YLL024C	YPL031C
YDR293C	YPL031C
YJR059W	YKL166C
YER125W	YPL209C
YBR160W	YDR507C
YBR160W	YOR081C
YGR009C	YLR096W
YGL035C	YKL048C
YGR008C	YJR059W
YJR059W	YMR068W
YBR160W	YLR045C
YDR153C	YJR059W
YIL033C	YKL048C
YBL105C	YJL095W
YLR146C	YPL031C
YJR053W	YKL048C
YLR248W	YNL267W
YJR059W	YLR133W
YBR160W	YDL140C
YBR160W	YDR217C
YBR160W	YJR059W
YBR160W	YNR047W
YCL014W	YPL031C
YER016W	YPL209C
YJR059W	YKR100C
YGR285C	YKL166C
YHR031C	YLR248W
YDL117W	YER118C
YML119W	YPL031C
YLR113W	YLR138W
YBR160W	YDR348C
YBR160W	YPL269W
YJL128C	YJR059W
YJL128C	YLR113W
YDR477W	YER040W
YDR477W	YKL048C
YJR059W	YNR039C
YBR160W	YKL168C
YBR160W	YNL058C
YJR001W	YKL166C
YDL140C	YER125W
YBR160W	YOR083W
YER125W	YHR131C
YBR160W	YER032W
YBR160W	YDR227W
YBR130C	YPL031C
YER125W	YNL271C
YDR477W	YNR016C
YBR160W	YDL225W
YCL032W	YER118C
YLR113W	YLR248W
YBR160W	YDR130C
YDL223C	YJL095W
YOR359W	YPL031C
YJL146W	YPL031C
YBR160W	YEL032W
YBR160W	YLR223C
YKL166C	YPR185W
YML016C	YPL031C
YJL128C	YKL038W
YBR160W	YDR001C
YGL008C	YJR059W
YDR477W	YPR156C
YIR010W	YPL209C
YAR014C	YDR477W
YBR160W	YMR273C
YER125W	YOR018W
YKL166C	YOR028C
YBR023C	YER118C
YDR477W	YNR013C
YDR507C	YMR086W
YDR477W	YOR018W
YBR160W	YIL140W
YJL020C	YPL031C
YDR477W	YJL110C
YJR059W	YOR083W
YBR160W	YLL021W
YBR160W	YLR219W
YLR018C	YPL031C
YJL020C	YJR059W
YER118C	YOR181W
YBR160W	YDL189W
YBR160W	YOL036W
YBL101C	YER125W
YOR298CA	YPL031C
YDR385W	YLR248W
YBR160W	YPL115C
YBR160W	YMR005W
YJL095W	YJR092W
YDR251W	YJR059W
YJL128C	YLR248W
YBR160W	YKR095W
YDR477W	YER125W
YDR507C	YKL048C
YJR059W	YPL019C
YDR169C	YPL031C
YIL033C	YJL128C
YBR160W	YIL031W
YDR208W	YJR059W
YBR160W	YHR164C
YNL104C	YPL031C
YBR028C	YJR059W
YAL024C	YBR160W
YJR059W	YPR115W
YDL140C	YLR113W
YFL033C	YHR132WA
YBR160W	YML034W
YIL107C	YJR059W
YDL225W	YDR477W
YBR102C	YBR160W
YOR301W	YPL031C
YKL166C	YLR113W
YDL225W	YDR507C
YBL105C	YOR372C
YDR477W	YHR133C
YBR160W	YDR097C
YBL047C	YPL031C
YBL007C	YJL095W
YJR059W	YPR040W
YDR169C	YHR205W
YIL044C	YLR096W
YBR160W	YOL100W
YBL007C	YBR160W
YER048C	YPL031C
YIR006C	YLR113W
YDR477W	YGL073W
YKL127W	YPL031C
YDR229W	YPL031C
YJR092W	YPL031C
YDR505C	YJR059W
YBR160W	YGR188C
YKL064W	YPL031C
YBR160W	YNL102W
YBL063W	YBR160W
YER118C	YJL128C
YFL033C	YNL157W
YOL070C	YPL031C
YBR160W	YJL092W
YCL032W	YJL128C
YBR160W	YLR425W
YBR160W	YOL070C
YJR059W	YNR047W
YDR477W	YGL035C
YBR160W	YPL155C
YBR160W	YOR188W
YJR001W	YJR059W
YDR477W	YHR103W
YNL233W	YPL031C
YBR160W	YER008C
YJR059W	YKL062W
YJR059W	YKL127W
YIL144W	YPL209C
YJR070C	YPL031C
YJR059W	YOR113W
YIL033C	YKL166C
YBR290W	YER125W
YLR248W	YLR257W
YKR100C	YLR096W
YER118C	YOR188W
YJR059W	YOR028C
YAL038W	YJR059W
YBR160W	YNL321W
YLL018C	YPL209C
YBR160W	YNL271C
YBR160W	YCL051W
YDL131W	YPL031C
YER125W	YGR068C
YGL014W	YPL031C
YPL031C	YPR042C
YBR160W	YER158C
YPL031C	YPR091C
YJR059W	YOL130W
YBR160W	YOR315W
YJR059W	YNL101W
YOR110W	YPL031C
YJL070C	YPL031C
YOR083W	YPL031C
YGR159C	YJR059W
YJL070C	YJR059W
YBR160W	YHR149C
YPL209C	YPR115W
YDR169C	YJR059W
YDR477W	YHR073W
YBR160W	YPL209C
YGL035C	YLR096W
YGR241C	YJR059W
YJR059W	YNL074C
YDR169C	YLR248W
YBR160W	YLR319C
YHR158C	YKL166C
YDR001C	YJR059W
YBR160W	YLR187W
YBR160W	YLR190W
YBR160W	YKR089C
YJL128C	YNR031C
YJR059W	YMR291W
YBR160W	YJR091C
YJL095W	YLR429W
YFR034C	YPL031C
YHR009C	YPL031C
YJR059W	YOR209C
YJR059W	YLL038C
YDR477W	YLR150W
YER118C	YLR452C
YBL105C	YBR160W
YLR192C	YPL209C
YHR131C	YLR248W
YLL043W	YLR113W
YCL061C	YLR113W
YLR096W	YNR039C
YGR100W	YJR059W
YBR098W	YBR160W
YKL168C	YLR248W
YDR229W	YJR059W
YER125W	YML111W
YBR160W	YCR065W
YDR172W	YKL166C
YBR160W	YDR379W
YHL034C	YPL031C
YBR160W	YNL309W
YLR113W	YMR037C
YAL041W	YER118C
YER033C	YPL031C
YDR477W	YIL107C
YDR477W	YML111W
YBR160W	YGR238C
YDR477W	YLR192C
YBR160W	YDR027C
YJR001W	YPL031C
YJL146W	YJR059W
YJL095W	YKL168C
YGL023C	YPL031C
YEL032W	YJR059W
YPL031C	YPL193W
YDR477W	YGL253W
YJL123C	YJR059W
YDR443C	YKL166C
YBR160W	YJR092W
YBR160W	YJR033C
YBL103C	YLR113W
YER125W	YJR059W
YJL095W	YPL191C
YLR248W	YNR047W
YDL225W	YPL031C
YCL032W	YNR031C
YKL038W	YKL166C
YDR477W	YGL023C
YBR160W	YKL048C
YJR059W	YLL043W
YDL117W	YJR059W
YBR160W	YPL124W
YIL033C	YPL031C
YBR160W	YML119W
YJR059W	YML118W
YER118C	YOR208W
YLR096W	YLR257W
YLR248W	YPR091C
YDR293C	YJR059W
YBR160W	YDR293C
YJL095W	YNL155W
YBR160W	YIR023W
YDR293C	YDR477W
YFL033C	YPL031C
YBR160W	YNL278W
YDR054C	YNL103W
YJR059W	YNL167C
YIL084C	YPL031C
YBR160W	YOR127W
YJR059W	YNR013C
YDL223C	YJR059W
YML117W	YPL031C
YDR130C	YPL209C
YDR477W	YIL044C
YDR379W	YKL166C
YLR150W	YPL209C
YJR059W	YLR257W
YBR160W	YHR158C
YIL144W	YJR059W
YDR422C	YDR477W
YIR003W	YPL031C
YBR160W	YEL061C
YHR158C	YJR059W
YLR093C	YPL031C
YER125W	YPR181C
YLR113W	YMR172W
YJR059W	YKL146W
YBR160W	YPR174C
YBR160W	YDR389W
YGR167W	YPL031C
YBR160W	YDR093W
YER125W	YMR275C
YCL032W	YDR507C
YBR160W	YOR372C
YFL033C	YOR380W
YDR477W	YER027C
YFR024CA	YPL031C
YCR023C	YJR059W
YOL060C	YPL031C
YLR113W	YNL167C
YBR160W	YDR052C
YBR160W	YIL122W
YBR160W	YOR208W
